complex_id_number,structure_name,longitude,latitude,serialid
23140,12,-92.08555,28.774749,3437
20712,4,-92.075178,28.796643,3438
20713,A,-92.071803,28.804659,3439
23208,CA,-92.095242,28.776233,3440
2037,C,-92.07066841,28.77033853,3441
23306,5,-91.893085,28.75753,3442
21461,A,-91.90972,28.747764,3443
21463,B,-91.890378,28.74187,3444
21463,B-PRD,-91.89069,28.741869,3445
21458,C,-91.88414,28.741666,3446
21458,C-PRD,-91.884452,28.741664,3447
21459,E,-91.890446,28.770067,3448
31,F,-91.92051013,28.75324847,3449
20947,A,-91.869997,28.739195,3450
20947,A-QTR,-91.870309,28.739194,3451
21602,B,-91.863974,28.748613,3452
20947,E,-91.870644,28.738753,3453
20947,F,-91.870651,28.738392,3454
21457,A,-91.878818,28.731844,3455
21457,A-PRD,-91.878818,28.731844,3456
21738,B,-91.866742,28.727263,3457
21738,B-PRD,-91.866737,28.726862,3458
20656,A,-91.894763,28.728776,3459
20703,C,-92.114198,28.66831,3460
20705,A,-92.095225,28.67384,3461
20704,B,-92.075451,28.664765,3462
20705,D-QUARTER,-92.09672743,28.67424375,3463
20705,JA,-92.095197,28.674629,3464
24063,JB,-92.046376,28.671222,3465
718,CAIS.G,-91.97341165,28.68943414,3466
20513,A,-91.953764,28.65491,3467
21604,B,-91.953892,28.663092,3468
21604,B-PRD,-91.95389,28.662817,3469
21883,C,-91.970137,28.670474,3470
21883,C-PRD,-91.970758,28.670141,3471
22250,D,-91.931179,28.661615,3472
21883,E-CMP,-91.969644,28.670916,3473
21883,F,-91.970688,28.670895,3474
20066,A,-91.948401,28.644486,3475
20067,C,-91.937446,28.64671,3476
20067,C-Aux-ROW,-91.93674045,28.64706783,3477
20066,D,-91.948172,28.64419,3478
742,E,-91.96972827,28.61158705,3479
21462,B,-92.0698127,28.61794331,3480
21462,B-QTRS.,-92.0698127,28.61794331,3481
90007,A,-92.15593297,28.61327416,3482
24093,JC,-92.15288002,28.60971871,3483
21473,C,-92.110807,28.583731,3484
21472,A,-92.09278924,28.58621355,3485
21,D,-92.07347171,28.60655231,3486
20655,B,-91.961514,28.596424,3487
2117,F,-91.96401338,28.60602474,3488
33032,P,-91.95945007,28.57249471,3489
23376,C,-91.880386,28.599846,3490
728,D (LYNX),-91.88594128,28.57765969,3491
20514,A,-91.872911,28.608476,3492
23347,B,-91.869782,28.594798,3493
23322,B,-91.873086,28.543194,3494
2175,E,-91.86650513,28.57060004,3495
27051,A,-91.91504375,28.55883464,3496
23346,A,-91.965727,28.563657,3497
603,B,-91.9525461,28.55846865,3498
32033,A,-92.03579495,28.51394797,3499
993,A,-91.88439633,28.52734159,3500
22759,A,-91.863268,28.462035,3501
969,A,-91.94277131,28.47173565,3502
22531,A,-92.034923,28.465344,3503
24053,B,-92.034585,28.481649,3504
1414,A,-92.15564301,28.48817197,3505
857,A,-92.06363635,28.4310905,3506
22335,A NORTH,-92.035591,28.440586,3507
21929,A SOUTH,-92.05396523,28.41212835,3508
21929,Junction,-92.05439075,28.41118287,3509
22085,A,-91.973082,28.422152,3510
22085,A-PRD,-91.97308,28.421841,3511
22556,B,-92.009756,28.44551,3512
20708,D,-91.956928,28.423561,3513
21987,G,-91.953204,28.439169,3514
22615,J,-91.969311,28.416916,3515
1513,A,-91.90949476,28.43042103,3516
2147,A,-91.85893999,28.40245829,3517
22446,A,-91.925298,28.39482,3518
1538,B,-91.95739833,28.38380565,3519
22086,A,-92.068525,28.385491,3520
23350,A,-92.127925,28.40384,3521
703,A,-92.04999329,28.33639746,3522
23390,A,-91.987462,28.341988,3523
23331,D,-91.907573,28.337231,3524
21864,A,-91.908952,28.316785,3525
21864,A-PRD,-91.908954,28.317121,3526
21860,B,-91.882297,28.288439,3527
22046,C,-91.900954,28.307813,3528
21864,SA-2,-91.908486,28.316787,3529
21799,A,-92.009141,28.310013,3530
21842,B,-92.01181311,28.29795625,3531
21800,C,-91.992497,28.299618,3532
21842,D,-92.01101537,28.29896948,3533
23096,E,-91.988931,28.309757,3534
21982,B,-92.096073,28.310369,3535
24094,A,-92.1097724,28.29764769,3536
22162,B,-92.114917,28.26351,3537
21875,A,-92.104091,28.273888,3538
22499,A,-91.89924897,28.24827341,3539
266,B,-91.89033163,28.26288394,3540
21862,A,-91.863301,28.251497,3541
24,C,-91.86598694,28.27304944,3542
22304,B (REMOVED),-91.870708,28.227775,3543
352,C,-91.90563993,28.24138556,3544
21954,A,-91.979964,28.218867,3545
1663,B,-92.01120432,28.24265442,3546
1752,C,-91.98917498,28.20957173,3547
23389,A,-92.016612,28.227763,3548
21977,A,-92.123866,28.222742,3549
1027,C,-92.12822726,28.24185643,3550
2138,D,-92.12444462,28.21580133,3551
23395,A,-92.140447,28.168075,3552
1261,A,-92.1044953,28.20251855,3553
24051,A,-92.017578,28.203555,3554
22473,A,-91.971051,28.181061,3555
22473,S,-91.971186,28.180345,3556
22859,A,-91.907753,28.147912,3557
22986,A,-91.955832,28.14913,3558
24068,A,-91.964506,28.112443,3559
22617,A,-91.875226,28.085804,3560
1111,A,-92.120597,28.00664812,3561
27062,A,-91.91812052,27.9796749,3562
23353,A,-91.909758,27.959061,3563
27014,B,-91.90265985,27.92768488,3564
21310,2-LHP(REMOVED ),-92.05582,29.507514,3565
22079,4-LHP,-92.059767,29.508144,3566
1083,A,-92.04712974,29.5095258,3567
151,197,-92.151953,29.46605,3568
937,210,-92.10757192,29.46837106,3569
21783,6,-92.071108,29.463868,3570
22790,105,-92.060492,29.467623,3571
21302,11,-92.064927,29.469543,3572
27022,175,-92.0694523,29.46695187,3573
2121,228,-92.04869862,29.4729823,3574
2159,229,-92.05338735,29.48741385,3575
2158,230,-92.05064932,29.46363514,3576
2221,231,-92.04757105,29.48015238,3577
2220,232,-92.05143127,29.48024127,3578
21309,3,-92.044662,29.494892,3579
22676,48 (TSB),-92.0662349,29.47604515,3580
21305,59,-92.065457,29.464601,3581
21605,67,-92.067424,29.480884,3582
21328,68,-92.045776,29.467297,3583
2121,A,-92.04870036,29.47322704,3584
2221,B,-92.0477073,29.48030839,3585
22078,LP001,-92.050975,29.498221,3586
21313,LP007,-92.059533,29.503173,3587
2411,"""A"" Sump",-92.06269781,29.52249724,3588
22877,114,-92.066606,29.444213,3589
21298,12,-92.054657,29.441071,3590
21297,13,-92.059053,29.447702,3591
21333,15 (REMOVED),-92.051039,29.460553,3592
21296,16,-92.057458,29.435725,3593
21332,17,-92.06561,29.448097,3594
21295,18,-92.063509,29.430525,3595
27,186,-92.05673051,29.45328617,3596
21311,2 (REMOVED),-92.058934,29.446522,3597
21316,20,-92.062498,29.442719,3598
21291,21,-92.054864,29.444133,3599
21292,22,-92.057856,29.432979,3600
1659,223,-92.05218755,29.42966872,3601
1778,225,-92.05315796,29.43970388,3602
2025,226,-92.0365655,29.43723926,3603
1890,227,-92.05344069,29.43970233,3604
21315,23,-92.053905,29.436925,3605
2260,233,-92.0435157,29.45781638,3606
21290,24,-92.063812,29.427698,3607
21314,25,-92.056727,29.45325,3608
21289,26,-92.058364,29.456206,3609
21318,27,-92.053928,29.433559,3610
21606,28,-92.053064,29.453691,3611
21288,29,-92.052473,29.445381,3612
21320,30,-92.051265,29.439896,3613
21319,31 (REMOVED),-92.066929,29.429125,3614
21325,32,-92.041499,29.435155,3615
21287,33,-92.069788,29.427478,3616
21324,34 (REMOVED),-92.068754,29.439458,3617
21607,35,-92.038583,29.427892,3618
21323,37,-92.056792,29.438696,3619
21286,38,-92.059053,29.447702,3620
21294,39,-92.066114,29.431511,3621
21306,4,-92.055481,29.455548,3622
21299,5 (TSA),-92.060712,29.431723,3623
21317,52,-92.058336,29.455868,3624
21293,53 (TSA),-92.062295,29.461918,3625
21312,55,-92.05833,29.45592,3626
21331,57,-92.064322,29.434331,3627
21330,60,-92.058101,29.441585,3628
21334,69,-92.066623,29.459025,3629
21307,7,-92.061709,29.437113,3630
21326,71 (REMOVED),-92.060977,29.447859,3631
21479,72,-92.061556,29.439748,3632
21308,8,-92.057966,29.450378,3633
22152,86,-92.062988,29.444828,3634
21300,9,-92.059743,29.439241,3635
21411,A-Amine,-92.0612143,29.4407485,3636
21411,A-CRANE,-92.06200421,29.44136823,3637
21411,A-HP Vent Scrub,-92.06191794,29.44160261,3638
21411,A-PROD,-92.061567,29.441283,3639
21411,A-QTR,-92.061569,29.441558,3640
21411,A-SEPARATOR,-92.06254451,29.44135972,3641
21411,A-Water Treatin,-92.06108318,29.44043022,3642
21411,COM4,-92.06204,29.441555,3643
21411,COMP,-92.062035,29.440868,3644
21411,COMP 1&2,-92.062038,29.44128,3645
21411,COMP 7,-92.062375,29.441366,3646
21411,Complex A-Flare,-92.06202731,29.44065597,3647
21411,DIESEL,-92.061096,29.441285,3648
21411,OFFICE,-92.061096,29.441285,3649
21411,QTR #2,-92.061096,29.441285,3650
21411,TREATER,-92.061564,29.44087,3651
21425,1,-92.080686,29.443719,3652
21424,10,-92.0789,29.454424,3653
22802,104,-92.081564,29.440554,3654
21423,14,-92.089789,29.445979,3655
21407,19,-92.073632,29.445676,3656
21740,3,-92.096635,29.457853,3657
21422,36,-92.08503,29.43477,3658
21421,40,-92.086893,29.440597,3659
21420,42,-92.081164,29.460126,3660
21321,43,-92.07412,29.429607,3661
21322,46,-92.079815,29.438113,3662
21419,47,-92.08609614,29.45163282,3663
21418,49,-92.101114,29.431429,3664
21417,51,-92.074896,29.446647,3665
21416,54,-92.102213,29.434271,3666
21415,58,-92.090351,29.427979,3667
21414,61,-92.080158,29.44362,3668
21329,62,-92.072971,29.441298,3669
21327,63,-92.070908,29.43411,3670
21413,65,-92.085708,29.426232,3671
21608,66,-92.075269,29.423668,3672
21412,70,-92.09607,29.430751,3673
21825,73 (REMOVED),-92.084913,29.438876,3674
21826,74,-92.080513,29.447023,3675
21871,76,-92.08083171,29.42275945,3676
21873,78,-92.098625,29.437106,3677
22003,79,-92.078289,29.44841,3678
22004,80,-92.079596,29.460129,3679
22005,81,-92.080504,29.450512,3680
22011,82,-92.078879,29.446537,3681
22320,83,-92.081587,29.430175,3682
22147,84,-92.080793,29.444923,3683
22148,85,-92.071709,29.431991,3684
22675,94,-92.076915,29.449958,3685
21438,B-PRD,-92.078097,29.44614,3686
21438,GEN,-92.077468,29.446143,3687
21438,HDR,-92.077785,29.446417,3688
21438,WATER,-92.07747,29.446418,3689
23000,122,-92.151181,29.442244,3690
21827,75,-92.158879,29.435436,3691
22156,A-AUX,-92.158367,29.434248,3692
22156,A-PRD,-92.158559,29.434662,3693
22974,118,-92.079455,29.417578,3694
22947,121,-92.08844,29.421995,3695
23399,146,-92.071359,29.392144,3696
21872,77 (REMOVED),-92.07232,29.41898,3697
22722,99 (REMOVED),-92.091284,29.420879,3698
23124,125,-92.062907,29.409545,3699
24044,172,-92.024403,29.410513,3700
21609,45,-92.061619,29.414719,3701
21335,56,-92.066805,29.417781,3702
1371,#219,-91.98934885,29.40222867,3703
1186,218,-91.99236704,29.40848363,3704
1454,221,-91.99299588,29.39378402,3705
1186,A,-91.99234334,29.40870101,3706
1186,B (Header Pltf.,-91.99234539,29.40901175,3707
645,CAIS.#206,-91.94875295,29.34287331,3708
22864,106,-91.99263,29.356687,3709
23032,123,-92.013603,29.367635,3710
23314,141,-91.978757,29.347186,3711
22901,C,-91.988498,29.348912,3712
22901,C-QTR,-91.988116,29.348977,3713
98,CAIS.#195,-91.99341675,29.37136069,3714
75,CAIS.#198,-91.99708764,29.3444327,3715
959,CAIS.#213,-91.99843592,29.35276126,3716
1606,1,-92.0538017,29.34431406,3717
2281,1,-92.0538017,29.34431406,3718
27010,165,-92.02468389,29.36743985,3719
24064,166,-92.056321,29.372904,3720
2281,A,-92.05380169,29.34431406,3721
2475,#2,-92.07881215,29.36191744,3722
24073,167,-92.078971,29.365937,3723
23135,2,-92.092714,29.360875,3724
24026,A,-92.142245,29.352465,3725
24022,B,-92.158632,29.362125,3726
24014,1,-92.143644,29.322901,3727
90005,3,-92.13323,29.320185,3728
24015,A,-92.157268,29.3228,3729
2256,13,-92.07811182,29.3208352,3730
2356,14,-92.08398475,29.32319706,3731
23305,2,-92.069989,29.340671,3732
2356,B,-92.08398475,29.32319706,3733
152,CAIS.#11,-92.109828,29.32143185,3734
776,#1,-92.05649159,29.32646233,3735
776,#2,-92.05649163,29.32646783,3736
23291,8,-92.035297,29.304935,3737
22563,9,-92.058272,29.311409,3738
22070,A,-92.054313,29.312735,3739
22483,A,-92.066082,29.323923,3740
23153,C,-92.024973,29.322381,3741
23153,C,-92.024974,29.322546,3742
22616,1,-92.009228,29.323932,3743
22721,100,-91.982864,29.327022,3744
22789,101,-91.980045,29.338622,3745
22905,107,-91.98292933,29.32695573,3746
23073,128,-91.99064,29.34039,3747
23315,138,-91.996303,29.318751,3748
23307,139,-91.990712,29.327464,3749
23312,142,-91.990982,29.32084,3750
23355,144,-91.991449,29.32592,3751
23363,160,-91.986185,29.318015,3752
23369,161,-91.986755,29.331884,3753
32043,189,-92.0116658,29.32666131,3754
22674,A,-92.012123,29.334367,3755
22674,A-PRD,-92.012128,29.335192,3756
22674,A-QTR,-92.012128,29.335192,3757
22674,A-TRT,-92.012003,29.335251,3758
22792,B,-91.996568,29.302846,3759
22674,D/O P/L,-92.012282,29.334779,3760
24074,168,-91.968023,29.3373339,3761
27043,177,-91.96201599,29.33976867,3762
636,CAIS.#205,-91.940164,29.33425081,3763
23150,129/130,-91.890521,29.337967,3764
23118,133,-91.896086,29.334093,3765
23201,137,-91.885284,29.338608,3766
23339,148,-91.897921,29.339585,3767
24075,151,-91.90331645,29.33239809,3768
24006,152,-91.88869138,29.31238288,3769
24019,170,-91.916032,29.318713,3770
24042,171,-91.885561,29.311882,3771
90017,190,-91.88724812,29.32831734,3772
657,204,-91.90019708,29.30685542,3773
1016,CAIS.#216,-91.89252439,29.32627085,3774
23074,132,-91.880662,29.325633,3775
23318,143,-91.854695,29.32816,3776
24005,156,-91.872033,29.302316,3777
24058,159,-91.876627,29.324542,3778
27047,178,-91.86860021,29.33216791,3779
27048,179,-91.86864101,29.33216775,3780
23072,91,-91.871403,29.32807,3781
90010,CAIS.#191,-91.88124936,29.30209066,3782
90019,CAIS.#193,-91.8814062,29.31415989,3783
495,CAIS.#201,-91.88330709,29.30375128,3784
572,CAIS.#202,-91.87090252,29.30616516,3785
980,CAIS.#212,-91.86500529,29.3171949,3786
1074,CAIS.#217,-91.86452206,29.31699336,3787
23241,D,-91.870662,29.332198,3788
23241,D-EQUIPT,-91.8706402,29.33219818,3789
23241,D-GEN,-91.870662,29.332198,3790
23241,D-PRD,-91.870662,29.332198,3791
23241,D-PRD,-91.870662,29.332198,3792
23241,D-PRD,-91.870662,29.332198,3793
23241,D-QTR,-91.870662,29.332198,3794
24003,1,-91.877451,29.300456,3795
23396,153,-91.87995,29.298004,3796
33,196,-91.87602092,29.29493508,3797
24003,2,-91.87734,29.300361,3798
601,CAIS.#203,-91.85924167,29.28698333,3799
24003,E-DOLPHIN,-91.87745413,29.30051149,3800
24003,E-PRD,-91.8773,29.300504,3801
90011,TEMP.CAIS.#192,-91.85975216,29.29537267,3802
23391,149,-91.884651,29.298842,3803
24002,154,-91.888098,29.295198,3804
22703,301,-91.8884,29.277843,3805
22935,302,-91.890792,29.301396,3806
623,CAIS.#200,-91.88568439,29.29219938,3807
22942,111,-91.971476,29.297826,3808
21838,6,-91.9965,29.295333,3809
21837,A,-92.000477,29.282017,3810
21877,B,-92.016343,29.285785,3811
22702,C-AUX,-91.98843,29.299059,3812
22702,C-CMP,-91.98843,29.299059,3813
22702,C-QTR,-91.98843,29.299059,3814
22069,4,-92.046595,29.292165,3815
22137,A,-92.046707,29.292005,3816
90024,1,-92.10624219,29.28484399,3817
21610,A-PRD,-92.032815,29.248935,3818
21610,CA,-92.032817,29.249257,3819
21828,5,-92.01981294,29.24644092,3820
21829,6,-92.0034008,29.23410683,3821
27012,A,-91.98276286,29.23473906,3822
1096,B,-92.00170528,29.23938458,3823
2140,1,-91.96722035,29.22307278,3824
2280,2,-91.96041286,29.24639852,3825
23373,3,-91.906026,29.25011,3826
22091,A,-91.896571,29.243205,3827
886,3,-91.854788,29.2562156,3828
23326,A,-91.881296,29.238666,3829
23326,B,-91.881455,29.238539,3830
24046,1,-91.9111465,29.1949937,3831
24057,2,-91.8931,29.192597,3832
23292,1,-91.965027,29.196812,3833
2091,A,-92.01013652,29.21522613,3834
22077,A,-92.005862,29.196122,3835
21993,A,-92.136339,29.19539,3836
21993,A-PRD,-92.136652,29.195245,3837
583,1,-92.14826667,29.15927417,3838
639,3,-92.13694028,29.16899137,3839
672,4,-92.14249716,29.15624624,3840
20512,A,-92.141931,29.157594,3841
22948,B,-92.134917,29.171811,3842
24007,C,-92.14179636,29.1619378,3843
1996,1,-91.97375667,29.14831989,3844
22068,A,-91.948647,29.176573,3845
22068,CA,-91.94856,29.177168,3846
21833,1,-91.875757,29.14363,3847
21739,A,-91.871417,29.115853,3848
21739,A-PRD,-91.871104,29.115855,3849
21880,D,-91.86851277,29.10084768,3850
21832,3,-91.892384,29.113255,3851
21741,B,-91.892132,29.131186,3852
791,CAIS.F,-91.89602131,29.10919088,3853
23384,1,-92.105768,29.099136,3854
23042,A,-92.142843,29.116685,3855
23301,1,-92.157179,29.088638,3856
23357,3,-92.154944,29.079311,3857
23359,5,-92.132527,29.072965,3858
23394,6,-92.121241,29.071975,3859
23290,A,-92.134762,29.079584,3860
23290,A,-92.134762,29.079584,3861
27023,1,-91.90019756,29.08847369,3862
23316,A,-91.88475849,29.0972408,3863
27066,G,-91.89925014,29.07364429,3864
952,H,-91.89156028,29.08340423,3865
1069,I,-91.88686639,29.07917263,3866
22062,4,-91.864324,29.059821,3867
21843,C,-91.873676,29.085762,3868
22040,E,-91.872364,29.065775,3869
27057,1,-91.8556,29.0236,3870
21938,1,-91.997938,29.022499,3871
21863,1,-91.887335,28.984638,3872
21830,A-PRD,-91.87462,28.990648,3873
21830,CA,-91.874465,28.990786,3874
22383,CB,-91.863618,28.989249,3875
22956,CC,-91.85372,28.984226,3876
90020,CD(FMER CAIS.#1,-91.877,29.002,3877
19,"11""A""",-89.27467968,28.9599389,3878
20279,28,-89.27335901,28.978645,3879
20278,35(SL 1011),-89.27329902,28.98158704,3880
20275,37 (SL1011),-89.277486,28.97871,3881
21669,5,-89.27539055,28.97198563,3882
20407,1(V),-89.264579,28.976691,3883
20313,10,-89.241906,28.974491,3884
24139,102(T),-89.26059,28.982087,3885
20367,110,-89.239665,28.979827,3886
20314,12,-89.26264,28.971236,3887
20682,122,-89.242271,28.975867,3888
20312,13(V),-89.266766,28.971302,3889
20366,130(SP28M),-89.264674,28.979663,3890
21796,149,-89.246772,28.975403,3891
20315,15,-89.24612,28.970951,3892
21942,157,-89.246613,28.971891,3893
20316,16,-89.250172,28.974646,3894
24140,160,-89.235785,28.986981,3895
20318,18,-89.262702,28.967585,3896
31030,187,-89.2593142,28.98176113,3897
22433,189,-89.2396645,28.96691122,3898
22247,193,-89.25780698,28.97475948,3899
20406,2,-89.26043998,28.97660288,3900
21164,20,-89.258426,28.974778,3901
21167,201 V,-89.262598,28.977237,3902
20317,21(V),-89.266812,28.968475,3903
21925,220,-89.255617,28.982698,3904
24250,225 (SL 1012)T,-89.24069244,28.98788823,3905
21797,229 T,-89.250085,28.97932,3906
20281,23,-89.241993,28.970884,3907
22401,235 T,-89.23884617,28.98250911,3908
20403,24,-89.246195,28.967321,3909
24249,257(SL 1012),-89.24655966,28.98732499,3910
22403,267(V),-89.25935071,28.97998773,3911
24253,271(SL 1012)M,-89.22475996,28.9824498,3912
20348,29,-89.254287,28.97469,3913
21166,3,-89.24394373,28.97636139,3914
20550,30,-89.246326,28.961594,3915
20546,33,-89.237679,28.964792,3916
20544,37,-89.238077,28.9607,3917
20284,38,-89.252423,28.965606,3918
20273,40,-89.245906,28.981258,3919
20274,41,-89.266605,28.978538,3920
20685,45,-89.235096,28.968975,3921
23880,45,-89.262478,28.978473,3922
20294,46,-89.241704,28.984821,3923
31029,47(SL 1012),-89.24581925,28.98486531,3924
20681,48,-89.252493,28.962224,3925
20292,49,-89.24597,28.978209,3926
20297,5(Z),-89.248071,28.976433,3927
20307,50,-89.241779,28.981192,3928
20309,51,-89.250097,28.978275,3929
31028,52 (SL1012)T,-89.24994667,28.98493137,3930
20370,53,-89.241843,28.978143,3931
20349,54,-89.237564,28.984733,3932
20362,55,-89.237652,28.981126,3933
21033,58,-89.254224,28.978341,3934
20343,58,-89.236228,28.974422,3935
20368,59,-89.237715,28.978077,3936
21165,6(V),-89.262553,28.974843,3937
20363,60,-89.250034,28.981324,3938
20547,60,-89.236522,28.964773,3939
20359,66,-89.26305,28.962832,3940
20357,68,-89.239451,28.972824,3941
20369,69,-89.2336,28.978032,3942
20400,79,-89.262495,28.968552,3943
21042,8,-89.26668,28.974909,3944
24251,85(SL 1012)(w),-89.26277242,28.98440146,3945
20277,85W(SL 1012),-89.26277258,28.98440157,3946
20548,89,-89.224187,28.965732,3947
20300,9(Z),-89.246045,28.97458,3948
20399,93,-89.257287,28.972683,3949
24252,98(SL 1012)(M),-89.26577837,28.9818061,3950
20549,99,-89.229344,28.966156,3951
20298,A-49,-89.261986,28.976539,3952
20405,A17,-89.259814,28.971169,3953
20360,A71,-89.244511,28.965617,3954
20478,AA WEST,-89.238668,28.96232,3955
31021,AA-EAST,-89.238356,28.962327,3956
20283,SAT #42,-89.258351,28.978407,3957
20276,SP28M (SL 1012),-89.268201,28.986138,3958
20742,T,-89.248229,28.983881,3959
20741,TT,-89.248695,28.984026,3960
21229,V,-89.264139,28.970704,3961
21229,VV-AUX,-89.265155,28.970721,3962
20302,Z,-89.245275,28.969785,3963
20478,,-89.23865698,28.96288236,3964
20321,A,-89.248468,28.930924,3965
20372,A,-89.246071,28.95247,3966
20323,B,-89.237475,28.930992,3967
21668,B,-89.230806,28.946614,3968
20322,C,-89.231242,28.925864,3969
20373,C,-89.250353,28.948776,3970
20373,E,-89.251016,28.948006,3971
992,A,-89.28834628,28.94415824,3972
1956,A,-89.36805041,28.89933176,3973
23430,A,-89.256523,28.891525,3974
24219,A,-89.1430492,28.91250437,3975
22380,A,-89.06376903,28.88543034,3976
22685,C,-89.076503,28.878446,3977
23891,A,-89.139573,28.84125,3978
20374,A,-89.260893,28.866098,3979
20320,A-VALVE,-89.278262,28.865533,3980
22776,B,-89.39659466,28.84389378,3981
22602,D,-89.412629,28.839175,3982
20285,A,-88.96421657,29.05791912,3983
20319,B,-88.9666,29.044284,3984
21169,C,-88.955981,29.063724,3985
20285,D,-88.96363215,29.0569402,3986
20319,E,-88.96686821,29.04404954,3987
2333,F,-88.95532,29.064015,3988
20285,G,-88.964269,29.056754,3989
21905,B,-88.953744,29.031224,3990
20202,A,-88.743898,29.079517,3991
20727,B,-88.721399,29.092373,3992
20375,C,-88.733832,29.087604,3993
20375,D,-88.734188,29.086803,3994
20376,A,-88.857312,29.107066,3995
22717,A,-88.936622,29.054785,3996
22087,C,-88.94272,29.029458,3997
22087,D,-88.94369973,29.02894475,3998
24266,A,-89.01311722,28.97413859,3999
23439,A,-89.299976,28.801633,4000
22123,A,-89.40606141,28.83066825,4001
22763,C,-89.394955,28.822233,4002
22212,A,-89.411733,28.823904,4003
23848,A,-89.242226,28.783336,4004
24103,C,-89.393091,28.71832,4005
24216,D,-89.43078669,28.72001853,4006
22202,A,-89.391004,28.703072,4007
22662,B,-89.387596,28.680464,4008
1093,E,-89.39591641,28.69737571,4009
22172,A,-89.40816289,28.66291441,4010
23151,B,-89.393492,28.669635,4011
21180,1,-91.179478,29.134073,4012
23103,2,-91.172028,29.138928,4013
26084,A,-91.1630281,29.13425324,4014
22377,1,-91.11096,29.135264,4015
22694,2,-91.115979,29.13456,4016
22710,4,-91.120013,29.134495,4017
22595,A,-91.109393,29.135399,4018
22595,B,-91.109687,29.135784,4019
22595,Q,-91.109477,29.135572,4020
23542,1,-91.051145,29.116107,4021
21250,1,-91.043991,29.117546,4022
21253,1,-91.05707396,29.11665643,4023
22194,10,-91.054,29.10704,4024
22193,11,-91.049866,29.098514,4025
22257,12,-91.047171,29.098396,4026
22628,13,-91.047723,29.097104,4027
1749,14,-91.04971917,29.09825528,4028
21251,2,-91.06157744,29.0967767,4029
23991,2,-91.061684,29.115199,4030
21249,3,-91.05840921,29.11046761,4031
21248,4,-91.05247889,29.10363232,4032
21403,4,-91.064981,29.11413,4033
21248,4-HTR,-91.05263544,29.10363266,4034
21403,4-HTR,-91.064982,29.113855,4035
21252,5,-91.046517,29.108242,4036
21252,5-HTR,-91.046518,29.107967,4037
21247,6,-91.044654,29.10279,4038
21247,6-HTR,-91.044341,29.102789,4039
21404,7,-91.078308,29.104235,4040
21246,8,-91.051719,29.112296,4041
21246,8-HTR,-91.051406,29.11202,4042
22071,9,-91.044983,29.097016,4043
22071,9-HTR,-91.044814,29.098327,4044
21408,A,-91.058101,29.108594,4045
21408,B-HTR,-91.058103,29.108113,4046
21408,C-CMP,-91.058336,29.108595,4047
21408,D-QTR,-91.058335,29.10887,4048
21408,E,-91.058234,29.108113,4049
22257,HTR,-91.047068,29.098374,4050
22485,2,-91.114552,29.130848,4051
22572,3,-91.107055,29.130582,4052
22633,4,-91.120603,29.130775,4053
22688,5,-91.125129,29.130618,4054
21245,6,-91.118413,29.123702,4055
22842,A,-91.114553,29.130435,4056
21611,B,-91.135871,29.113304,4057
21245,R,-91.118413,29.123702,4058
21197,18,-91.184147,29.130322,4059
21203,19,-91.149497,29.112674,4060
21262,21,-91.170505,29.124091,4061
21183,22,-91.174187,29.11873,4062
21198,23,-91.169414,29.122588,4063
21263,24,-91.155421,29.123507,4064
21182,25,-91.172716,29.111973,4065
21614,26(Removed),-91.17974,29.120013,4066
21181,27,-91.168523,29.127696,4067
21199,28,-91.175209,29.130009,4068
21200,29,-91.179045,29.120325,4069
21264,30,-91.169877,29.111473,4070
21179,31,-91.175178,29.113756,4071
21201,32,-91.181463,29.107582,4072
22120,33,-91.178852,29.127161,4073
22168,34,-91.176116,29.11289,4074
22329,35,-91.170638,29.127154,4075
22574,36,-91.1852,29.127669,4076
22255,37,-91.155816,29.113991,4077
22256,38,-91.172707,29.109869,4078
21612,7-K1,-91.179775,29.109625,4079
23521,A-VALVE,-91.1604,29.1113,4080
21202,C,-91.161942,29.111488,4081
21202,C-GEN,-91.162256,29.111488,4082
21202,C-QRT,-91.161629,29.111487,4083
717,CAIS.#39,-91.17955522,29.13247528,4084
21225,D,-91.176911,29.120785,4085
21225,D,-91.17707,29.11941,4086
21225,D-CMP,-91.177538,29.120235,4087
16,E,-91.17911706,29.12001194,4088
21194,F,-91.171163,29.111978,4089
21261,G,-91.1708,29.118044,4090
21174,I,-91.174318,29.115205,4091
21204,L,-91.148103,29.119647,4092
21260,O,-91.172106,29.113909,4093
21613,P,-91.164969,29.119931,4094
23521,P-VALVE,-91.16053361,29.11136889,4095
21195,Q,-91.164931,29.120308,4096
21184,S,-91.18005,29.116113,4097
21196,T,-91.17536,29.111365,4098
21185,V,-91.162064,29.124995,4099
21186,Y,-91.178347,29.123798,4100
21259,11,-91.230745,29.118776,4101
21618,6(Removed),-91.188361,29.124334,4102
21258,7,-91.218338,29.123963,4103
21785,8,-91.19369,29.12296,4104
21615,9,-91.22382,29.122482,4105
21156,E,-91.230303,29.122488,4106
11,F,-91.18836144,29.12433448,4107
21256,U,-91.187916,29.118658,4108
21257,X,-91.199877,29.123854,4109
21178,10,-91.26467119,29.1013782,4110
23549,11,-91.262341,29.107028,4111
26011,13,-91.263825,29.102816,4112
26057,14,-91.26304277,29.09733766,4113
21177,6,-91.237053,29.124041,4114
21255,8,-91.239395,29.117833,4115
26082,10,-91.28838421,29.11749775,4116
